Perguntas,Tags
No CODE  utilizamos CODE  para compartilhar informação entre os domínios de um CODE . Existe também a sintaxe CODE  que permite que utilizemos o CODE  para o mesmo fim.   Com CODE :  CODE  Com CODE :  CODE    Qual a diferença entre as duas abordagens e quando devo utilizar cada uma delas?,angular
"Estou desenvolvendo uma aplicação em ionic 2 ts, porem quando tento verificar se está conectado na internet ele me retorna null. Meu código       CODE         Como posso arrumar ? ",angular 
"Eu tenho um CODE  com várias marcas de carros e tenho um script que quando selecionar o carro deve aparecer as suas marcas. Eu queria atualizar as marcas, mas quando carrego no botão para atualizar só a última marca e o modelo escolhido é que atualiza.  Código HTML  CODE   Código dos modelos  CODE   Código JavaScript      CODE  ",html
Estou desenvolvendo uma tela aonde tem um passo a passo e utilizo slideUP e slideDown fechar e abrir as divs relacionadas aos mesmos.  Como faço para o scroll da page acompanhar automaticamente quando desço uma?,html
"Para JavaScript e NodeJS, existem n bibliotecas que no estilo Cron robustas, a exemplo de node-cron. Porém elas são complexas demais para situações simples, são pesadas para baixar no navegador ou exigem uma dependência adicional em NodeJS, o que as torna inviável em casos mais simples.  Quero criar uma função que possa:   Aceitar o segundo, minuto e hora em que a rotina está pronta para fornecer dados novos. Checar que horas são agora no cliente, e agendar o início do CODE  para a primeira oportunidade em que o servidor tiver dados novos. Definir o intervalo de CODE  como exatamente o período entre as atualizações do servidor. Rodar em ambiente NodeJS e navegadores modernos e no IE8. Caso não saiba testar no NodeJS, eu testo para você. Não deve existir qualquer dependência adicional. Sem jQuery ou package de NodeJS. O código deve aceitar um parametro de intervalo do tipo tentar novamente em x segundos, e passar um callback para função executada de modo que se ela retornar exatamente CODE , tentará esse novamente até retornar CODE  ou chegar no horário da próxima execução padrão. Considera que o servidor pode falhar e retornar sempre erro, mas o cliente deve evitar sobrepor tentativas adicionais!   Exemplo de uso real  O código abaixo é responsável por sincronizar uma tabela de um banco de dados com o navegador ou task NodeJS executada  CODE   Porém, o banco de dados só é atualizado uma vez a cada 15 minutos, isto é, nos minutos CODE , CODE , CODE , CODE  de hora.  Como salvar em banco de dados pode consumir algum tempo, essa rotina teria que rodar a cada CODE  e alguns segundos de delay, por exemplo, a cada CODE .  O problema ao usar CODE  é que colocar para atualizar a cada 15min, corre o risco de quando o navegador ou a tarefa NodeJS é inicializada, haja um delay entre o tempo em que cliente poderia obter uma informação nova e o tempo em que ela está disponível. Definir CODE  em um período menor que 15min causaria perda de dados.  Bootstrap  Segue abaixo um bootstrap de como poderia ser feito o exemplo mais simples.  CODE  ",node.js
"Como usar CODE  para acessar uma API cuja resposta seja CODE  e não HTML e processar o resultado?  Gostaria que no exemplo fosse usado a própria API do Stackoverflow em português, de modo que o script retornasse o título e os nomes dos autores de questões recentemente alteradas. ",node.js
"Utilizo o CODE  para projetos pessoais, gostaria de utilizar os benefícios desta ferramenta no trabalho, porém é limitado o uso da rede e não consigo instalar via prompt.  Tentei copiar o diretório CODE  mas não funciona, existe alguma forma de utilizar os módulos sem ter que baixa-los? ",node.js
"Tenho uma caixa de texto, uma input type text. E queria inserir uma imagem no canto, por exemplo, uma lupa. E quando o utilizador começar a escrever, essa lupa desapareça. É possível fazer isso em Javascript?  CODE  ",jquery html
"Como posso confirmar se realmente o usuário saiu da pagina, pois quando clico no navegador para sair e digo que quero permanecer ele transforma o nome do meu CODE  em 1 e depois não volta a ser 0. Alguém tem uma solução? Código abaixo:  CODE  ",jquery html
"Estou tendo o problema ao contar os checkbox que estão selecionados, talvez pelo seguinte motivo, tenho um radio que também está selecionado. Sempre que uso o código CODE  é exido o valor 1, sendo que nenhum checkbox está selecionado. Caso eu selecione apenas um, é exibido o valor 2 e assim sucessivamente. Como resolver esse problema? ",jquery
"Boa tarde pessoal, estou começando um novo estágio e já a alguns dias estou agarrado em uma tarefa que não consigo entender a falha, devo fazer um formulário de cadastro que comunique com uma API já feita e após muitas tentativas o erro persiste: ""Cannot read property 'value' of undefined"" que aponta para o seguinte trecho do código:  CODE   sendo que os inputs estão codificados da seguinte forma:  CODE   o método POST na classe cliente.service funciona da seguinte maneira:  CODE   e por fim, o método onSubmit() em cliente.component:  CODE   Os providers e imports já estão configurados da maneira correta, mas aparentemente o ""selectedCliente"" guarda os valores mas o método POST não os envia, alguem saberia dizer aonde encontra-se a inconsistência no código?  desde já muito grato ",angular
"Como faço para adicionar vários registros de uma vez no MySQL passando um array de, por exemplo, produtos?  Requisição HTTP-POST, onde products é um array com um número x de produtos. FRONT-END  CODE   BACK-END  CODE   console.log() no BACK-END da variável enviada para o back   ",node.js 
"Depois que o usuário é logado na minha aplicação, todas as requisições que ele realizar deve primeiro bater em uma API que vai validar se o plano está de acordo.  Existe alguma forma de padronizar as requisições para que sempre façam essa requisição prévia e só depois realize a requisição solicitada caso o plano esteja de acordo? Ou preciso colocar requisição por requisição?  O Http injector serviria pra isso?  Obrigado ",angular 
"Galera, gostaria de ajuda com relação ao retorno do firebase, é o seguinte, no meu projeto angular tenho um componente com alguns campos a serem validados e um serviço somente para validações, estou tendo dificuldade de pegar um retorno como eu preciso, segue o código  meu componente formulario.ts tenho:  CODE   Em meu serviço de validação tenho ValidaUsuario.service.ts tenho:  CODE   Se possível, gostaria de pegar um boolean nesta 3º validação, já testei duas maneiras assim  CODE   e assim :  CODE   Como pegar o retorno sem fazer o subscribe no component ? ",angular
"Olá, eu estou fazendo um site, que contém uma tabela, porém os dados dessa tabela precisam ser importados de uma planilha excel que tenho salvo aqui na minha máquina.. Alguém pode me ajudar?   Se possível, gostaria de utilizar javascript puro ",html
"Tenho um sistema de pagamento, que possui um select que exibe os meses desde que o sistema iniciou, segue codigo abaixo:  CODE   O que eu preciso, é que quando inicie o próximo mês, no caso março, acrescente a opção de março automaticamente, e assim sucessivamente nos próximos meses. ",html 
como pegar  valor deste input dentro da tabela com dados do bd:     HTML CODE   CODE          JS CODE   CODE   quero pegar o ID que consta neste input para tratar uma atualização no BD.,jquery html 
"Estou desenvolvendo um site e nele criei uma área de serviços onde através de CSS, HTML, PHP e Laravel exibo o conteúdo de forma dinâmica, faço um foreach...  Como não limito quantos registros o usuário pode incluir ele consegue incluir quantos quiser o que me gera um problema de Layout quando ele não inclui de 3 em 3, vejam na imagem ...     Como podem ver, só existe 4 registros cadastrados sendo que o ultimo ficou na parte de baixo da tela o que acabou gerando um espaço em branco na direita.  Por isso pergunto:  Como faço para ajustar? existe alguma forma de obter através de javascript o tamanho do espaço em branco para que eu consiga ajudar a Box via CSS?  Codigo do HTML / Blade  CODE   CSS  CODE  ",html 
"Como posso converter esse JSON:  CODE   para que tenha essa estrutura:  CODE   Comecei por esse caminho:  CODE   Já tentei usando CODE , CODE  mas estou fazendo algo errado. ",angular
"Estou precisando desenvolver uma app de chat baseada em HTML que se conecte com um servidor Node.JS que está rodando com Socket.IO.  Cheguei a desenvolver grande parte da app usando o TideSDK, porém na hora da integração de chamar o script do Socket.IO a app não carregava, por problemas do TideSDK.  Já testei o node-webkit, mas não funcionaram as notificações do webkit e não tenho certeza se há suporte para Socket.IO.  Alguém tem uma sugestão de plataforma para desenvolvimento de uma app HTML para Desktop? ",node.js
"Tenho uma CODE  que recebe dados do banco MySQL e lista as imagens. Coloquei um lightbox para ficar mais interessante a visualização das imagens e um efeito de fade-in para que sempre que troque a categoria do menu*refresh* fosse dado apenas na CODE  e não na página inteira. Só que quando eu tenho abrir o lightbox em alguma outra categoria que não seja a padrão, que exibe todos eles, não abre.  CODE   Os resultados da consulta SQL, no caso imagens estão sendo exibidas por categorias.   CODE  mostra apenas imagens que forem desta categoria.   Ao carregar a página ele automaticamente mostra as imagens que estejam na categoria todos.  Aí o lightbox funciona normal, porém ao mudar para a CODE  por exemplo o lightbox já não funciona mais, em nenhuma outra categoria.  Tem algum outro script de efeito fade-in pra me indicar, já que ainda sou leigo no assunto de jQuery e AJAX. ",html 
"Eu tenho uma tabela em um sistema em ASP.NET MVC que cada registro possui uma checkbox, eis o código abaixo da view:  CODE     Como posso pegar o valor da checkbox do item que acabei de clicar para ser usado para outros propósitos? ",jquery html
"Em uma certa página possuo um botão/link escrito ""Favoritar""  CODE   Onde o ID é o id da publicação, mas enfim, já possuo um script em PHP que se encarrega de inserir no banco de dados e remover.  quando a publicação é favoritada ou já está marcada como favorita, o script retorna um JSON CODE  e quando não está marcada como favorita ou a marcação de favorito é removida, o script retorna CODE .  apartir desses valores gostaria de alterar o estado do botão com AJAX, por exemplo: ao clicar no botão favoritar, e tudo ocorrer corretamente, o script retornará CODE  e o nome do botão de ""Favoritar"" passará a ser ""Favoritado"", o link(href), e a classe de estilo também mudará para, ex:  CODE   foi adcionado na URL, depois do ID, o nome ""remover""; o nome do botão mudou para ""favoritado""; e a classe de btn-favorite-normal mudou para btn-favorite-ativo;  o ""remover"" na URL que se encarregará de remover dos favoritos, que ao clicar retornará CODE  e o botão voltaria ao seu estado normal, escrito ""favoritar"" e com o link padrão para favoritar. ",jquery
